CPU Total,CPU Package Temperature,RAM,Disk Temperature,Used Space,Power CPU Package,Power CPU Cores,Power CPU Graphics,Power CPU DRAM
10.9615383148193,60,85.4979934692383,37,90.1183013916016,4.75259399414063,3.4143180847168,0.011306292377412,0.572730600833893
10.9615383148193,60,85.4979934692383,37,90.1183013916016,4.75259399414063,3.4143180847168,0.011306292377412,0.572730600833893
10.9615383148193,60,85.4979934692383,37,90.1183013916016,4.75259399414063,3.4143180847168,0.011306292377412,0.572730600833893
17.578125,68,85.7553253173828,37,90.1183013916016,15.2974529266357,13.8227071762085,0.082048535346985,0.755272150039673
17.578125,68,85.7553253173828,37,90.1183013916016,15.2974529266357,13.8227071762085,0.082048535346985,0.755272150039673
17.578125,68,85.7553253173828,37,90.1183013916016,15.2974529266357,13.8227071762085,0.082048535346985,0.755272150039673
23.8461494445801,71,86.0229644775391,37,90.1183013916016,16.7186813354492,14.9392156600952,0.34393584728241,0.879259705543518
23.8461494445801,71,86.0229644775391,37,90.1183013916016,16.7186813354492,14.9392156600952,0.34393584728241,0.879259705543518
23.8461494445801,71,86.0229644775391,37,90.1183013916016,16.7186813354492,14.9392156600952,0.34393584728241,0.879259705543518
23.8461494445801,71,86.0229644775391,37,90.1183013916016,16.7186813354492,14.9392156600952,0.34393584728241,0.879259705543518
24.4140625,74,86.0609359741211,37,90.1183013916016,17.4130821228027,15.8648586273193,0.137097910046577,0.852789282798767
24.4140625,74,86.0609359741211,37,90.1183013916016,17.4130821228027,15.8648586273193,0.137097910046577,0.852789282798767
24.4140625,74,86.0609359741211,37,90.1183013916016,17.4130821228027,15.8648586273193,0.137097910046577,0.852789282798767
24.4140625,74,86.0609359741211,37,90.1183013916016,17.4130821228027,15.8648586273193,0.137097910046577,0.852789282798767
24.4140625,74,86.0609359741211,37,90.1183013916016,17.4130821228027,15.8648586273193,0.137097910046577,0.852789282798767
16.40625,71,86.0695343017578,37,90.1183013916016,14.9216661453247,13.5149946212769,0.048934072256088,0.543691635131836
16.40625,71,86.0695343017578,37,90.1183013916016,14.9216661453247,13.5149946212769,0.048934072256088,0.543691635131836
16.40625,71,86.0695343017578,37,90.1183013916016,14.9216661453247,13.5149946212769,0.048934072256088,0.543691635131836
16.40625,71,86.0695343017578,37,90.1183013916016,14.9216661453247,13.5149946212769,0.048934072256088,0.543691635131836
16.796875,72,86.0523452758789,37,90.1183013916016,15.3847026824951,13.8593788146973,0.134571254253387,0.742850363254547
16.796875,72,86.0523452758789,37,90.1183013916016,15.3847026824951,13.8593788146973,0.134571254253387,0.742850363254547
16.796875,72,86.0523452758789,37,90.1183013916016,15.3847026824951,13.8593788146973,0.134571254253387,0.742850363254547
16.796875,72,86.0523452758789,37,90.1183013916016,15.3847026824951,13.8593788146973,0.134571254253387,0.742850363254547
14.2578125,76,86.0055236816406,37,90.1183013916016,14.4872894287109,13.1280755996704,0.008336869999766,0.41124501824379
14.2578125,76,86.0055236816406,37,90.1183013916016,14.4872894287109,13.1280755996704,0.008336869999766,0.41124501824379
14.2578125,76,86.0055236816406,37,90.1183013916016,14.4872894287109,13.1280755996704,0.008336869999766,0.41124501824379
14.2578125,76,86.0055236816406,37,90.1183013916016,14.4872894287109,13.1280755996704,0.008336869999766,0.41124501824379
14.2578125,76,86.0055236816406,37,90.1183013916016,14.4872894287109,13.1280755996704,0.008336869999766,0.41124501824379
13.671875,69,86.0263137817383,37,90.1183013916016,14.6938323974609,13.3651399612427,0.003287033643574,0.37886106967926
13.671875,69,86.0263137817383,37,90.1183013916016,14.6938323974609,13.3651399612427,0.003287033643574,0.37886106967926
13.671875,69,86.0263137817383,37,90.1183013916016,14.6938323974609,13.3651399612427,0.003287033643574,0.37886106967926
13.671875,69,86.0263137817383,37,90.1183013916016,14.6938323974609,13.3651399612427,0.003287033643574,0.37886106967926
15.0390625,71,86.040153503418,37,90.1183013916016,14.3202638626099,12.9725303649902,0.008096873760223,0.448371976613998
15.0390625,71,86.040153503418,37,90.1183013916016,14.3202638626099,12.9725303649902,0.008096873760223,0.448371976613998
15.0390625,71,86.040153503418,37,90.1183013916016,14.3202638626099,12.9725303649902,0.008096873760223,0.448371976613998
15.0390625,71,86.040153503418,37,90.1183013916016,14.3202638626099,12.9725303649902,0.008096873760223,0.448371976613998
19.921875,74,85.8719329833984,37,90.1183013916016,15.5150232315063,14.0724191665649,0.046559698879719,0.661795079708099
19.921875,74,85.8719329833984,37,90.1183013916016,15.5150232315063,14.0724191665649,0.046559698879719,0.661795079708099
19.921875,74,85.8719329833984,37,90.1183013916016,15.5150232315063,14.0724191665649,0.046559698879719,0.661795079708099
19.921875,74,85.8719329833984,37,90.1183013916016,15.5150232315063,14.0724191665649,0.046559698879719,0.661795079708099
25,72,86.0506896972656,37,90.1183013916016,16.571174621582,14.6905670166016,0.424891024827957,0.901508927345276
25,72,86.0506896972656,37,90.1183013916016,16.571174621582,14.6905670166016,0.424891024827957,0.901508927345276
25,72,86.0506896972656,37,90.1183013916016,16.571174621582,14.6905670166016,0.424891024827957,0.901508927345276
25,72,86.0506896972656,37,90.1183013916016,16.571174621582,14.6905670166016,0.424891024827957,0.901508927345276
19.2307643890381,73,86.2470321655274,37,90.1183013916016,16.3421001434326,14.0638437271118,0.77846771478653,0.979996919631958
19.2307643890381,73,86.2470321655274,37,90.1183013916016,16.3421001434326,14.0638437271118,0.77846771478653,0.979996919631958
19.2307643890381,73,86.2470321655274,37,90.1183013916016,16.3421001434326,14.0638437271118,0.77846771478653,0.979996919631958
19.2307643890381,73,86.2470321655274,37,90.1183013916016,16.3421001434326,14.0638437271118,0.77846771478653,0.979996919631958
16.2109375,72,86.3021545410156,37,90.1183013916016,15.1880435943604,13.7918453216553,0.010956779122353,0.488733232021332
16.2109375,72,86.3021545410156,37,90.1183013916016,15.1880435943604,13.7918453216553,0.010956779122353,0.488733232021332
16.2109375,72,86.3021545410156,37,90.1183013916016,15.1880435943604,13.7918453216553,0.010956779122353,0.488733232021332
16.2109375,72,86.3021545410156,37,90.1183013916016,15.1880435943604,13.7918453216553,0.010956779122353,0.488733232021332
17.7734375,75,86.270149230957,37,90.1183013916016,16.0311470031738,14.4074859619141,0.187202677130699,0.781126916408539
17.7734375,75,86.270149230957,37,90.1183013916016,16.0311470031738,14.4074859619141,0.187202677130699,0.781126916408539
17.7734375,75,86.270149230957,37,90.1183013916016,16.0311470031738,14.4074859619141,0.187202677130699,0.781126916408539
17.7734375,75,86.270149230957,37,90.1183013916016,16.0311470031738,14.4074859619141,0.187202677130699,0.781126916408539
16.015625,75,86.2531509399414,37,90.1183013916016,15.3509311676025,13.9661884307861,0.00590495346114,0.488406598567963
16.015625,75,86.2531509399414,37,90.1183013916016,15.3509311676025,13.9661884307861,0.00590495346114,0.488406598567963
